kind,url,status,redirected,final_url,title,meta_description,robots,canonical,word_count,image_count,internal_link_count,h1_first,schema_types
page,https://hometownpaintingokc.com/link-tree/,200,False,https://hometownpaintingokc.com/link-tree/,Link Tree | House Painters In The OKC Metro,Welcome to Our Client Resources. Explore & Learn More About Hometown Painting!,"follow, index, max-snippet:-1, max-video-preview:-1, max-image-preview:large",https://hometownpaintingokc.com/link-tree/,104,3,5,,Article;HousePainter;ImageObject;Organization;Person;Place;WebPage;WebSite
page,https://hometownpaintingokc.com/wall-painting-okc/,200,False,https://hometownpaintingokc.com/wall-painting-okc/,See What Wall Painting Can Do For Your OKC Home,The wall color of your home makes a huge statement. Does your home say what you want it to? Wall painting can give your home the voice you want it to share.,"follow, index, max-snippet:-1, max-video-preview:-1, max-image-preview:large",https://hometownpaintingokc.com/wall-painting-okc/,287,11,10,Wall Painting in the OKC Metro,Article;HousePainter;ImageObject;Organization;Person;Place;WebPage;WebSite
page,https://hometownpaintingokc.com/reviews/,200,False,https://hometownpaintingokc.com/reviews/,Reviews | House Painters In The OKC Metro,Strong local businesses build the strong community we all love and enjoy.,"follow, index, max-snippet:-1, max-video-preview:-1, max-image-preview:large",https://hometownpaintingokc.com/reviews/,190,11,9,Do You Love To Support Local Businesses?,Article;HousePainter;ImageObject;Organization;Person;Place;WebPage;WebSite
page,https://hometownpaintingokc.com/pergola-staining-okc/,200,False,https://hometownpaintingokc.com/pergola-staining-okc/,Top Pergola Staining In OKC | Protect Your Pergola Today,"For a fresh, new look, discover why we're the choice for pergola staining Oklahoma City residents recommend.","follow, index, max-snippet:-1, max-video-preview:-1, max-image-preview:large",https://hometownpaintingokc.com/pergola-staining-okc/,1297,24,10,Pergola Staining OKC Homeowners Can Trust,Article;HousePainter;ImageObject;Organization;Person;Place;WebPage;WebSite
page,https://hometownpaintingokc.com/painters-mustang-ok/,200,False,https://hometownpaintingokc.com/painters-mustang-ok/,Top Painters Mustang OK | 5 Star Rated | Free Estimates,Painters Mustang OK Hometown Painting LLC offers interior and exterior painting in Mustang OK. Free estimates. Discounts for military and first responders,"follow, index, max-snippet:-1, max-video-preview:-1, max-image-preview:large",https://hometownpaintingokc.com/painters-mustang-ok/,768,28,13,fresh paint makes your home beautiful and Inviting,Article;HousePainter;ImageObject;Organization;Person;Place;VideoObject;WebPage;WebSite
page,https://hometownpaintingokc.com/pricing/interior-pricing/,200,False,https://hometownpaintingokc.com/pricing/interior-pricing/,Interior Pricing | House Painters In The OKC Metro,"Every homeowner dreams of a stunning interior, a backdrop worthy of every life event and quiet moment. While the idea of painting can seem daunting,","follow, index, max-snippet:-1, max-video-preview:-1, max-image-preview:large",https://hometownpaintingokc.com/pricing/interior-pricing/,674,6,9,,Article;HousePainter;ImageObject;Organization;Person;Place;WebPage;WebSite
page,https://hometownpaintingokc.com/painters-yukon-ok/,200,False,https://hometownpaintingokc.com/painters-yukon-ok/,"5 Star Rated |House Painters Yukon, OK | Free Estimates","Hometown Painting LLC: The Painters Yukon, OK Homeowners Trust. We offer Interior and Exterior Painting. Free Estimates. Military and First Responder Discounts.","follow, index, max-snippet:-1, max-video-preview:-1, max-image-preview:large",https://hometownpaintingokc.com/painters-yukon-ok/,607,15,13,House Painters Yukon OK Homeowners Trust,Article;HousePainter;ImageObject;Organization;Person;Place;WebPage;WebSite
page,https://hometownpaintingokc.com/okc-fence-stain-colors/,200,False,https://hometownpaintingokc.com/okc-fence-stain-colors/,Wood Defender Fence Stain Colors | Top OKC Colors,These are the top fence stain colors available in the OKC metro area. Fence Staining can make your outdoor space beautiful and inviting. For Cedar or treated wood.,"follow, index, max-snippet:-1, max-video-preview:-1, max-image-preview:large",https://hometownpaintingokc.com/okc-fence-stain-colors/,450,26,11,Wood Defender Oil-Based Fence stain colors available in the OKC Metro,Article;HousePainter;ImageObject;Organization;Person;Place;WebPage;WebSite
page,https://hometownpaintingokc.com/painters-edmond-ok/,200,False,https://hometownpaintingokc.com/painters-edmond-ok/,"House Painters In Edmond, OK | Interior And Exterior Paint","We can help you transform your Edmond home with luxurious paint. Whether it's your interior or exterior, we can give you a hassle-free painting experience.","follow, index, max-snippet:-1, max-video-preview:-1, max-image-preview:large",https://hometownpaintingokc.com/painters-edmond-ok/,766,20,11,Edmond OK,Article;HousePainter;ImageObject;Organization;Person;Place;WebPage;WebSite
page,https://hometownpaintingokc.com/painters-bethany-ok/,200,False,https://hometownpaintingokc.com/painters-bethany-ok/,Top Rated House Local Painters In Bethany Oklahoma,"We make it easy for you to transform your home with a fresh coat of paint. We offer free estimates to all our Bethany, OK customers. Locally owned company.","follow, index, max-snippet:-1, max-video-preview:-1, max-image-preview:large",https://hometownpaintingokc.com/painters-bethany-ok/,490,19,13,Enhance your home with New paint inside and out,Article;HousePainter;ImageObject;Organization;Person;Place;WebPage;WebSite
page,https://hometownpaintingokc.com/terms-conditions/,200,False,https://hometownpaintingokc.com/terms-conditions/,Terms And Conditions | House Painters In The OKC Metro,Welcome to Hometown Painting!,"follow, index, max-snippet:-1, max-video-preview:-1, max-image-preview:large",https://hometownpaintingokc.com/terms-conditions/,1581,5,9,Terms and Conditions,Article;HousePainter;ImageObject;Organization;Person;Place;WebPage;WebSite
page,https://hometownpaintingokc.com/disclaimer/,200,False,https://hometownpaintingokc.com/disclaimer/,Disclaimer For Hometown Painting | House Painters In The OKC Metro,"If you require any more information or have any questions about our site's disclaimer, please feel free to contact us by email at matt@hometownpaintingokc.com","follow, index, max-snippet:-1, max-video-preview:-1, max-image-preview:large",https://hometownpaintingokc.com/disclaimer/,364,5,9,Disclaimer for Hometown Painting,Article;HousePainter;ImageObject;Organization;Person;Place;WebPage;WebSite
page,https://hometownpaintingokc.com/professional-painters-okc/warranty/,200,False,https://hometownpaintingokc.com/professional-painters-okc/warranty/,Hometown Painting Warranty | House Painters In The OKC Metro,"In order to help our customers to the best of our ability, Hometown Painting offers a warranty on their painting work. While we do our best to provide great","follow, index, max-snippet:-1, max-video-preview:-1, max-image-preview:large",https://hometownpaintingokc.com/professional-painters-okc/warranty/,396,5,9,Hometown Painting Warranty,Article;HousePainter;ImageObject;Organization;Person;Place;WebPage;WebSite
